CAR NUMBER,TEAM,UNIVERSITY,CATEGORY,COUNTRY
11,PWR Racing Team,TU Wrocław,Combustion,Poland
165,Scuderia Mensa Alumni Team,UAS RheinMain,Combustion,Germany
111,BlueStreamline BS10,Transilvania University of Brasov,Combustion,Romania
111,BlueStreamline BS20,Transilvania University of Brasov,Combustion,Romania
395,FSUPV ,Universidad Politécnica de Valencia,Combustion,Spain
95,Noboru Racing,Bizkaia,Combustion,Spain
26,RPB Racing Team,Bizkaia,Combustion,Spain
